# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 07:55:24 2021
#
# CONSTRAINT:  where (default_flag =1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
20444,Kepler-42 c,Kepler-42,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,0.45328509,0.006000,0.730,0.065,,,,,,720,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,M,3068.00,0.17,0.13,-0.330,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,16.7000000,11.4650000,14.9931000,2014-05-14,2012-03,2014-05-14
20448,Kepler-42 d,Kepler-42,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,1.86516900,0.015400,0.570,0.051,,,,,,450,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,M,3068.00,0.17,0.13,-0.330,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000,16.7000000,11.4650000,14.9931000,2014-05-14,2012-03,2014-05-14
20462,Kepler-421 b,Kepler-421,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,704.19840000,1.219000,4.160,0.371,,,,0.041000,,185,0,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,G9/K0,5308.00,0.76,0.79,-0.250,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000,13.6110000,11.5350000,13.3477000,2014-07-23,2014-07,2014-07-23
20474,Kepler-422 b,Kepler-422,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,7.89144830,0.082000,12.890,1.150,136.66000,0.43000,Mass,,,,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,,5972.00,1.24,1.15,0.230,[Fe/H],4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000,13.5240000,12.0410000,13.4233000,2014-10-03,2014-11,2014-10-03
20485,Kepler-423 b,Kepler-423,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..11G/abstract target=ref>Gandolfi et al. 2015</a>,2.68432850,0.035850,13.361,1.192,189.10100,0.59500,Mass,0.019000,,1605,0,<a refstr=GANDOLFI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..11G/abstract target=ref>Gandolfi et al. 2015</a>,G4 V,5560.00,0.95,0.85,-0.100,[M/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000,14.4620000,12.7790000,14.2800000,2015-01-22,2015-04,2015-01-22
20498,Kepler-424 b,Kepler-424,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,3.31186440,0.044000,9.980,0.890,327.35000,1.03000,Mass,,,,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,,5460.00,0.94,1.01,0.440,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000,14.4290000,12.4700000,14.2290000,2014-10-03,2014-11,2014-10-03
20500,Kepler-424 c,Kepler-424,1,1,2,Radial Velocity,2014,McDonald Observatory,Published Confirmed,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,223.30000000,0.730000,,,2215.18000,6.97000,Msini,,,,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,,5460.00,0.94,1.01,0.440,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000,14.4290000,12.4700000,14.2290000,2014-10-03,2014-11,2014-10-03
20506,Kepler-425 b,Kepler-425,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.79701816,0.046400,10.962,0.978,79.45000,0.25000,Mass,0.330000,,1070,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,K1 V,5170.00,0.86,0.93,0.240,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m25.91s,290.3579781,+40d34m03.71s,40.5676965,646.6470000,14.8450000,12.8060000,14.7301000,2014-10-03,2014-12,2014-10-03
20524,Kepler-426 b,Kepler-426,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.21751883,0.041400,12.220,1.090,108.06000,0.34000,Mass,0.180000,,1300,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G1 V,5725.00,0.92,0.91,-0.210,[Fe/H],4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m44.32s,289.4346668,+49d28m24.44s,49.4734550,843.6950000,15.0320000,13.2120000,14.8069000,2014-10-03,2014-12,2014-10-03
20531,Kepler-427 b,Kepler-427,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,10.29099400,0.091000,13.790,1.230,92.17000,0.29000,Mass,0.570000,,1100,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G2 V,5800.00,1.35,0.96,-0.190,[Fe/H],4.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m01.10s,288.2545808,+43d42m17.42s,43.7048379,1017.8000000,14.3010000,12.7770000,14.1964000,2014-10-03,2014-12,2014-10-03
20537,Kepler-428 b,Kepler-428,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.52563254,0.043300,12.110,1.080,403.63000,1.27000,Mass,0.220000,,1070,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,K1 V,5150.00,0.80,0.87,0.090,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m19.62s,290.5817432,+40d34m38.32s,40.5773106,686.2840000,15.3620000,13.2340000,15.2218000,2014-10-03,2014-12,2014-10-03
20559,Kepler-43 b,Kepler-43,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,3.02409490,0.046000,13.664,1.219,1026.59090,3.23000,Mass,,,1620,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,6041.00,1.42,1.32,0.330,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m57.80s,285.2408288,+46d40m05.67s,46.6682411,1005.8400000,13.9860000,12.5490000,13.8894000,2015-10-07,2015-05,2015-10-15
20566,Kepler-430 b,Kepler-430,1,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,35.96800000,0.224400,3.250,0.290,,,,,,667,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,5884.00,1.49,1.17,0.200,[Fe/H],4.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.4770000,13.9080000,12.3910000,13.8135000,2014-11-19,2015-02,2014-11-19
20579,Kepler-430 c,Kepler-430,1,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,110.97900000,0.475700,1.750,0.160,,,,,,458,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,5884.00,1.49,1.17,0.200,[Fe/H],4.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.4770000,13.9080000,12.3910000,13.8135000,2014-11-19,2015-02,2014-11-19
20587,Kepler-431 b,Kepler-431,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,6.80300000,0.071900,0.764,0.068,,,,,,1032,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,6004.00,1.09,1.07,0.070,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,12.1390000,10.6490000,11.9291000,2014-11-19,2015-02,2014-11-19
20594,Kepler-431 c,Kepler-431,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,8.70300000,0.084700,0.668,0.060,,,,,,951,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,6004.00,1.09,1.07,0.070,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,12.1390000,10.6490000,11.9291000,2014-11-19,2015-02,2014-11-19
20602,Kepler-431 d,Kepler-431,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,11.92200000,0.104500,1.110,0.100,,,,,,856,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,6004.00,1.09,1.07,0.070,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m26.95s,281.1123072,+43d13m39.96s,43.2277663,486.5460000,12.1390000,10.6490000,11.9291000,2014-11-19,2015-02,2014-11-19
20613,Kepler-432 b,Kepler-432,1,2,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=QUINN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q/abstract target=ref>Quinn et al. 2015</a>,52.50112900,0.301000,12.834,1.145,1719.46030,5.41000,Mass,0.513400,,,0,<a refstr=QUINN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q/abstract target=ref>Quinn et al. 2015</a>,,4995.00,4.06,1.32,-0.070,[m/H],3.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.0230000,12.3980000,10.1210000,12.1822000,2015-04-30,2015-04,2015-04-30
20622,Kepler-432 c,Kepler-432,1,2,2,Radial Velocity,2015,Fred Lawrence Whipple Observatory,Published Confirmed,0,<a refstr=QUINN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q/abstract target=ref>Quinn et al. 2015</a>,406.20000000,,,,772.32690,2.43000,Msini,0.498000,,,0,<a refstr=QUINN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q/abstract target=ref>Quinn et al. 2015</a>,,4995.00,4.06,1.32,-0.070,[m/H],3.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.0230000,12.3980000,10.1210000,12.1822000,2015-04-30,2015-04,2015-04-30
20627,Kepler-433 b,Kepler-433,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,5.33408384,0.067900,16.250,1.450,896.24000,2.82000,Mass,0.119000,,1776,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,,6360.00,2.26,1.46,-0.010,[Fe/H],3.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m22.47s,297.5936232,+40d58m38.12s,40.9772546,1878.3100000,14.7170000,12.8260000,14.4163000,2015-01-14,2015-03,2015-01-14
20642,Kepler-434 b,Kepler-434,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,12.87470990,0.114300,12.670,1.130,908.96000,2.86000,Mass,0.131000,,1000,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,,5977.00,1.38,1.20,0.250,[Fe/H],4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m20.73s,293.5863887,+42d55m43.90s,42.9288624,1222.5400000,14.4900000,13.0390000,14.4999000,2015-01-14,2015-03,2015-01-14
20651,Kepler-435 b,Kepler-435,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,8.60015360,0.094800,22.310,1.990,266.97000,0.84000,Mass,0.114000,,1729,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,,6161.00,3.21,1.54,-0.180,[Fe/H],3.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.7700000,13.7040000,12.2910000,13.6040000,2015-01-14,2015-03,2015-01-14
20656,Kepler-436 b,Kepler-436,1,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,64.00205000,0.339000,2.730,0.240,,,,0.190000,1.69,,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4651.00,0.70,0.73,0.010,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h06m52.99s,301.7207775,+44d24m43.51s,44.4120856,588.8670000,15.9710000,13.3330000,15.8616000,2015-01-06,2015-02,2015-01-06
20673,Kepler-436 c,Kepler-436,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.79713874,,2.330,0.208,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4685.00,0.71,0.75,0.020,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h06m52.99s,301.7207775,+44d24m43.51s,44.4120856,588.8670000,15.9710000,13.3330000,15.8616000,2016-05-06,2016-05,2016-05-10
20681,Kepler-437 b,Kepler-437,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,66.65062000,0.288000,2.140,0.190,,,,0.020000,2.15,,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4551.00,0.68,0.71,0.000,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m23.36s,297.3473326,+44d01m36.93s,44.0269249,,14.6280000,11.8470000,14.3622000,2015-01-06,2015-02,2015-01-06
20684,Kepler-438 b,Kepler-438,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,35.23319000,0.166000,1.120,0.100,,,,0.030000,1.40,,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,3748.00,0.52,0.54,0.160,[Fe/H],4.74,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,15.1040000,11.1990000,14.4852000,2015-01-06,2015-02,2015-01-06
20696,Kepler-439 b,Kepler-439,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,178.13960000,0.563000,2.240,0.200,,,,0.030000,1.83,,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,5431.00,0.87,0.88,0.020,[Fe/H],4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m12.36s,280.8015188,+44d02m02.30s,44.0339733,757.0480000,14.6540000,12.9190000,14.5454000,2015-01-06,2015-02,2015-01-06
20717,Kepler-44 b,Kepler-44,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,3.24672930,0.044600,12.220,1.090,317.82000,1.00000,Mass,0.066000,,1544,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 IV,5800.00,1.35,1.12,0.150,[Fe/H],4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0000000,14.8030000,12.8780000,14.6901000,2015-01-29,2015-03,2015-01-29
20728,Kepler-440 b,Kepler-440,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,101.11141000,0.242000,1.860,0.170,,,,0.340000,1.20,,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4134.00,0.56,0.57,-0.300,[Fe/H],4.71,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.0300000,15.6370000,12.1210000,15.1058000,2015-01-06,2015-02,2015-01-06
20733,Kepler-441 b,Kepler-441,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,207.24820000,0.640000,1.640,0.150,,,,0.100000,0.21,,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4340.00,0.55,0.57,-0.570,[Fe/H],4.71,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m16.07s,284.5669540,+49d00m45.75s,49.0127077,268.0030000,15.5670000,12.2880000,15.1350000,2015-01-06,2015-02,2015-01-06
